Timestamp,Region,Load
2024-01-31 15:00:00,West,299.93
2024-01-31 16:00:00,East,287.65
2024-01-31 17:00:00,East,297.19
2024-01-31 18:00:00,West,309.14
2024-01-31 19:00:00,North,297.82
2024-01-31 20:00:00,East,245.71
2024-01-31 21:00:00,North,264.88
2024-01-31 22:00:00,South,288.33
2024-01-31 23:00:00,West,313.41
2024-02-01 00:00:00,South,335.92
2024-02-01 01:00:00,North,323.99
2024-02-01 02:00:00,West,354.3
2024-02-01 03:00:00,North,345.81
2024-02-01 04:00:00,West,356.63
2024-02-01 05:00:00,East,345.73
2024-02-01 06:00:00,South,357.1
2024-02-01 07:00:00,North,346.82
2024-02-01 08:00:00,North,349.35
2024-02-01 09:00:00,West,381.99
2024-02-01 10:00:00,South,331.57
2024-02-01 11:00:00,North,391.15
2024-02-01 12:00:00,North,335.43
2024-02-01 13:00:00,East,316.32
2024-02-01 14:00:00,West,283.4
2024-02-01 15:00:00,North,304.21
2024-02-01 16:00:00,South,270.75
2024-02-01 17:00:00,South,279.71
2024-02-01 18:00:00,East,326.76
2024-02-01 19:00:00,South,275.34
2024-02-01 20:00:00,North,305.25
2024-02-01 21:00:00,West,276.14
2024-02-01 22:00:00,West,299.86
2024-02-01 23:00:00,North,348.04
2024-02-02 00:00:00,East,312.75
2024-02-02 01:00:00,South,374.48
2024-02-02 02:00:00,West,364.44
2024-02-02 03:00:00,West,349.39
2024-02-02 04:00:00,West,381.24
2024-02-02 05:00:00,East,393.04
2024-02-02 06:00:00,North,387.72
2024-02-02 07:00:00,West,342.18
2024-02-02 08:00:00,North,354.05
2024-02-02 09:00:00,South,355.69
2024-02-02 10:00:00,South,348.8
2024-02-02 11:00:00,North,350.64
2024-02-02 12:00:00,North,328.84
2024-02-02 13:00:00,West,285.64
2024-02-02 14:00:00,South,307.89
2024-02-02 15:00:00,West,302.14
2024-02-02 16:00:00,West,293.18
2024-02-02 17:00:00,South,298.61
2024-02-02 18:00:00,North,291.97
2024-02-02 19:00:00,North,286.18
2024-02-02 20:00:00,West,280.58
2024-02-02 21:00:00,North,256.71
2024-02-02 22:00:00,East,308.88
2024-02-02 23:00:00,East,316.5
2024-02-03 00:00:00,East,330.44
2024-02-03 01:00:00,North,312.41
2024-02-03 02:00:00,West,328.39
2024-02-03 03:00:00,East,381.43
2024-02-03 04:00:00,South,367.52
2024-02-03 05:00:00,North,386.93
2024-02-03 06:00:00,West,375.57
2024-02-03 07:00:00,South,373.9
2024-02-03 08:00:00,East,387.07
2024-02-03 09:00:00,West,350.04
2024-02-03 10:00:00,West,351.93
2024-02-03 11:00:00,East,328.7
2024-02-03 12:00:00,West,316.32
2024-02-03 13:00:00,South,305.88
2024-02-03 14:00:00,North,304.45
2024-02-03 15:00:00,West,280.08
2024-02-03 16:00:00,North,306.82
2024-02-03 17:00:00,East,258.82
2024-02-03 18:00:00,East,271.27
2024-02-03 19:00:00,South,267.92
2024-02-03 20:00:00,West,310.64
2024-02-03 21:00:00,West,293.58
2024-02-03 22:00:00,North,320.64
2024-02-03 23:00:00,West,282.35
2024-02-04 00:00:00,North,330.06
2024-02-04 01:00:00,South,355.45
2024-02-04 02:00:00,North,351.36
2024-02-04 03:00:00,South,381.38
2024-02-04 04:00:00,North,357.67
2024-02-04 05:00:00,South,401.2
2024-02-04 06:00:00,South,420.7
2024-02-04 07:00:00,East,365.76
2024-02-04 08:00:00,West,359.11
2024-02-04 09:00:00,East,389.14
2024-02-04 10:00:00,West,381.31
2024-02-04 11:00:00,North,327.2
2024-02-04 12:00:00,West,316.31
2024-02-04 13:00:00,West,306.14
2024-02-04 14:00:00,North,272.83
2024-02-04 15:00:00,West,270.99
2024-02-04 16:00:00,South,261.33
2024-02-04 17:00:00,West,261.07
2024-02-04 18:00:00,North,274.02
2024-02-04 19:00:00,East,281.11
2024-02-04 20:00:00,West,312.43
2024-02-04 21:00:00,East,269.4
2024-02-04 22:00:00,West,319.4
2024-02-04 23:00:00,North,307.5
2024-02-05 00:00:00,North,323.43
2024-02-05 01:00:00,South,350.86
2024-02-05 02:00:00,North,326.97
2024-02-05 03:00:00,West,367.42
2024-02-05 04:00:00,East,371.05
2024-02-05 05:00:00,East,382.57
2024-02-05 06:00:00,East,380.2
2024-02-05 07:00:00,East,421.82
2024-02-05 08:00:00,West,354.97
2024-02-05 09:00:00,South,349.16
2024-02-05 10:00:00,East,336.96
2024-02-05 11:00:00,West,326.25
2024-02-05 12:00:00,North,311.67
2024-02-05 13:00:00,North,335.26
2024-02-05 14:00:00,East,327.83
2024-02-05 15:00:00,West,277.65
2024-02-05 16:00:00,West,264.47
2024-02-05 17:00:00,East,285.55
2024-02-05 18:00:00,East,263.38
2024-02-05 19:00:00,East,288.78
2024-02-05 20:00:00,West,285.18
2024-02-05 21:00:00,North,258.75
2024-02-05 22:00:00,North,330.37
2024-02-05 23:00:00,West,347.4
2024-02-06 00:00:00,South,311.86
2024-02-06 01:00:00,North,329.3
2024-02-06 02:00:00,East,354.84
2024-02-06 03:00:00,West,366.16
2024-02-06 04:00:00,South,380.59
2024-02-06 05:00:00,East,412.62
2024-02-06 06:00:00,North,370.58
2024-02-06 07:00:00,North,356.45
2024-02-06 08:00:00,North,339.83
2024-02-06 09:00:00,East,344.85
2024-02-06 10:00:00,West,348.46
2024-02-06 11:00:00,West,372.95
2024-02-06 12:00:00,North,313.77
2024-02-06 13:00:00,North,315.65
2024-02-06 14:00:00,West,298.79
2024-02-06 15:00:00,East,312.53
2024-02-06 16:00:00,East,331.36
2024-02-06 17:00:00,West,265.2
2024-02-06 18:00:00,South,264.33
2024-02-06 19:00:00,South,296.7
2024-02-06 20:00:00,South,294.45
2024-02-06 21:00:00,South,325.7
2024-02-06 22:00:00,West,310.8
2024-02-06 23:00:00,East,303.99
2024-02-07 00:00:00,North,335.62
2024-02-07 01:00:00,East,358.92
2024-02-07 02:00:00,North,365.22
2024-02-07 03:00:00,East,369.31
2024-02-07 04:00:00,South,388.44
2024-02-07 05:00:00,West,395.49
2024-02-07 06:00:00,North,401.45
2024-02-07 07:00:00,East,385.08
2024-02-07 08:00:00,West,363.77
2024-02-07 09:00:00,East,362.1
2024-02-07 10:00:00,West,372.94
2024-02-07 11:00:00,East,320.41
2024-02-07 12:00:00,East,331.18
2024-02-07 13:00:00,East,303.0
2024-02-07 14:00:00,West,299.38
2024-02-07 15:00:00,West,314.02
2024-02-07 16:00:00,South,284.33
2024-02-07 17:00:00,West,276.44
2024-02-07 18:00:00,North,246.61
2024-02-07 19:00:00,East,290.44
2024-02-07 20:00:00,West,293.42
2024-02-07 21:00:00,North,331.72
2024-02-07 22:00:00,South,292.65
2024-02-07 23:00:00,North,315.25
2024-02-08 00:00:00,East,328.48
2024-02-08 01:00:00,West,367.98
2024-02-08 02:00:00,East,346.58
2024-02-08 03:00:00,North,364.43
2024-02-08 04:00:00,South,378.95
2024-02-08 05:00:00,South,375.52
2024-02-08 06:00:00,South,364.56
2024-02-08 07:00:00,East,375.67
2024-02-08 08:00:00,North,388.26
2024-02-08 09:00:00,South,338.31
2024-02-08 10:00:00,North,351.15
2024-02-08 11:00:00,South,322.43
2024-02-08 12:00:00,South,347.39
2024-02-08 13:00:00,West,280.08
2024-02-08 14:00:00,North,287.31
2024-02-08 15:00:00,East,295.68
2024-02-08 16:00:00,West,311.5
2024-02-08 17:00:00,South,273.88
2024-02-08 18:00:00,South,262.39
2024-02-08 19:00:00,South,312.82
2024-02-08 20:00:00,South,251.23
2024-02-08 21:00:00,West,244.16
2024-02-08 22:00:00,North,307.29
2024-02-08 23:00:00,North,300.51
2024-02-09 00:00:00,East,302.74
2024-02-09 01:00:00,North,350.27
2024-02-09 02:00:00,East,353.04
2024-02-09 03:00:00,South,347.24
2024-02-09 04:00:00,South,340.86
2024-02-09 05:00:00,East,388.91
2024-02-09 06:00:00,North,386.17
2024-02-09 07:00:00,North,369.48
2024-02-09 08:00:00,North,403.4
2024-02-09 09:00:00,West,337.12
2024-02-09 10:00:00,West,317.65
2024-02-09 11:00:00,West,322.27
2024-02-09 12:00:00,West,322.25
2024-02-09 13:00:00,South,315.09
2024-02-09 14:00:00,South,293.34
2024-02-09 15:00:00,North,294.85
2024-02-09 16:00:00,East,254.83
2024-02-09 17:00:00,East,303.74
2024-02-09 18:00:00,West,271.52
2024-02-09 19:00:00,North,297.21
2024-02-09 20:00:00,West,286.72
2024-02-09 21:00:00,South,296.94
2024-02-09 22:00:00,South,309.56
2024-02-09 23:00:00,West,319.18
2024-02-10 00:00:00,South,335.69
2024-02-10 01:00:00,West,362.36
2024-02-10 02:00:00,North,351.76
2024-02-10 03:00:00,North,372.37
2024-02-10 04:00:00,East,364.34
2024-02-10 05:00:00,West,399.93
2024-02-10 06:00:00,East,359.31
2024-02-10 07:00:00,East,407.15
2024-02-10 08:00:00,West,365.33
2024-02-10 09:00:00,South,329.57
2024-02-10 10:00:00,West,350.4
2024-02-10 11:00:00,North,322.15
2024-02-10 12:00:00,West,339.65
2024-02-10 13:00:00,East,296.84
2024-02-10 14:00:00,North,288.91
2024-02-10 15:00:00,South,249.69
2024-02-10 16:00:00,South,270.49
2024-02-10 17:00:00,West,226.06
2024-02-10 18:00:00,West,241.16
2024-02-10 19:00:00,South,289.75
2024-02-10 20:00:00,North,295.25
2024-02-10 21:00:00,North,295.99
2024-02-10 22:00:00,West,278.49
2024-02-10 23:00:00,South,308.94
2024-02-11 00:00:00,North,322.42
2024-02-11 01:00:00,East,312.27
2024-02-11 02:00:00,East,377.56
2024-02-11 03:00:00,West,375.4
2024-02-11 04:00:00,West,361.38
2024-02-11 05:00:00,East,371.33
2024-02-11 06:00:00,East,376.66
2024-02-11 07:00:00,South,329.96
2024-02-11 08:00:00,East,360.85
2024-02-11 09:00:00,North,344.21
2024-02-11 10:00:00,West,327.46
2024-02-11 11:00:00,South,329.81
2024-02-11 12:00:00,West,358.45
2024-02-11 13:00:00,West,322.37
2024-02-11 14:00:00,West,286.07
2024-02-11 15:00:00,North,298.59
